Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
08de8319-35d4-3e1b-853e-1ad452269fab,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Tracy345 Spencer878,F,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,14
d781d709-b876-3fc3-8571-df0cde046869,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Franklin857 Bayer639,M,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,10
1e56770a-9c45-3277-aa0f-79eb5e94b5e4,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Leslie90 Crona259,F,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,8
68123d1a-7808-3443-8476-975cde219fc9,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Octavio643 Schaefer657,M,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,17
827031b5-d175-371c-9b76-2a1a3398594d,4861d01f-019c-3dac-a153-8334e50919f9,Jame231 Jacobi462,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,36
91c735c4-25c8-39ef-88b1-c99d9c7097f3,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Stefania815 Leffler128,F,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,1
01b46302-8aab-3c74-a625-3175d44998f7,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Russel238 Walker122,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,15
8f026def-d566-3720-9877-b014dfddf923,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Melvina326 Glover433,F,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,13
b61d2cc1-a5e2-30f8-9544-4ca0560cfe6d,c44f361c-2efb-3050-8f97-0354a12e2920,Louetta798 Thompson596,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,34
3d458d5a-1e8e-30b9-a201-093274af0fd4,331f4c11-d298-308b-aaa1-d7825b29b57f,Eleonora961 Langosh790,F,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,17
3c16deaf-d739-3db5-a220-c4bbab0f394b,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Ingrid581 Jacobson885,F,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,24
b072f159-d698-363b-b463-31f10958d134,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Nathanael908 Friesen796,M,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,20
bf397dc0-550f-3fcd-a78e-01e1a4a17c1a,b0e04623-b02c-3f8b-92ea-943fc4db60da,Dong972 Oberbrunner298,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,51
b908b23c-c639-377f-beea-f4e48886c36e,ebc3f5c4-6700-34af-8323-85621c313726,Lorenza655 Ziemann98,F,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,18
01a4d9cd-52ac-3bdd-80ba-8fce409ba845,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Lurlene215 Windler79,F,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,17
5b6113df-1078-3a96-ae84-46b1efdf1813,d692e283-0833-3201-8e55-4f868a9c0736,Damaris45 Borer986,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,68
c1bc902c-a37e-38d9-aff0-53299fcf2887,d78e84ec-30aa-3bba-a33a-f29a3a454662,Jaclyn627 Kuhic920,F,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,8
1338f40c-090b-3546-89a8-9dfc2bd70603,8ad64ecf-c817-3753-bee7-006a8e662e06,Antwan357 Harris789,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,19
155377f2-ff4f-3734-bfdd-6918da7c9e75,23834663-ed53-3da9-b330-d6e1ecb8428e,Isreal8 Kihn564,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,19
0fc71222-22e2-37d4-ba76-87a0d734eed9,44bef9d3-91c2-3005-93e0-ccf436348ff0,Harris789 Blanda868,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,13
17aa56fd-33b6-37f2-ae77-b0f13ec66d32,60457c13-adb2-3415-82c5-86ab5dab5f93,Henry768 Paucek755,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,19
3c1a79b3-6347-3b93-b26e-c92d90a628a9,a9f20dc1-5147-3789-bcef-bbecb41c5983,Deon400 Schulist381,M,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,19
a1871d3c-6ed0-3ea0-83ae-2028c7b1e282,7fb56531-86bd-3e4a-8619-4df9942da309,Jenniffer979 Ebert178,F,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,20
8006e13a-7d70-38c7-a5de-1e9a3c93bec1,03347b4d-994e-302b-848b-58019a4e274d,Lionel365 Lynch190,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,19
71899d7d-c0ed-35d3-b218-14067c6c9204,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,3
214c7e1d-f22c-36a5-84d7-376f2a154d83,9a7149fa-49fc-3c87-b935-d29c55808717,Marcelene872 Mayert710,F,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,5
30bfc6f4-d486-31de-ab07-4e64240113cb,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,30
8abfa5a1-8f8f-310a-aeb6-6f686503a6f5,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Sal878 Tremblay80,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,15
1d1168cb-8566-37ae-975c-bdf88583e96c,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Jocelyn538 Green467,F,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,30
3067e954-49e6-3c84-9260-40065a78a22a,db0acede-4abe-3c01-8d03-5c68a190d8c7,Amira620 Nienow652,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,12
9d39834e-5512-3084-bfd4-d55f6d4a56b1,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,50
5adb7a71-25fa-3640-8ef3-bedbbed5af71,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andrea7 Miramontes145,F,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,28
75752736-2efa-3d4f-bfa0-cbbe25d53378,12c9daf5-a29c-36c9-ac55-28972463e566,Marcos263 Arroyo916,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,21
02caa7f6-380b-3e5c-927d-d6e6c6404b49,27379046-608b-32f0-9df7-8c833cf5d11d,Abel832 Mosciski958,M,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,4
c404ec27-ec77-32e9-918f-9098efce1a57,226098a2-6a40-3588-b5bb-db56c3a30a04,Elayne206 Renner328,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,28
a41f5b4f-0842-38ca-9013-64422e39e0b8,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6
b974391d-66a6-33c9-8d14-cd628c9be2a2,d733d4a9-080d-3593-b910-2366e652b7ea,Winnie378 Witting912,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,10
58be580c-80da-3cfd-af3b-c3855f1d268b,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Courtney281 Bradtke547,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,17
88fdf3fc-8c1f-383b-b639-b516112e6272,d5117822-5756-389d-9547-891a372d580f,Owen89 Kunde533,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,35
5bf6ee48-3428-3d67-a8df-0c6ebf9e4332,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,16
9e39f99b-45ed-3d70-a1c2-398672697c19,6f122869-a856-3d65-8db9-099bf4f5bbb8,Demetrice140 Crooks415,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,27
f559925a-f451-397d-8a31-d4ec60c19c93,465de31f-3098-365c-af70-48a071e1f5aa,Alta896 Schiller186,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,30
c2daecf8-0688-33ff-a15a-003bd82ddf9e,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Sandy901 Turner526,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,10
1f5d3952-9e71-3c1d-a95f-1e4e3a90ab9a,80e919cc-df1a-3838-b75e-541564a286e5,Leesa210 Lehner980,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,15
434b4cf9-501d-3fa3-b357-586bd5da309f,8e00f524-3a5f-313e-9542-378dfc61193f,Ossie995 Corkery305,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,5
473d4426-c04a-3b0d-9ac9-5ad874d4355a,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Ginger664 Goodwin327,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,10
eaa4af45-54a3-3042-a601-05099348a90d,161a799c-4894-36f6-8ca7-2a71c8107f79,Eboni653 Torp761,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,3
4b7761e2-e733-398d-b358-d2cf1041e461,956ccb85-bea0-30f9-af48-52f5dd95ff72,Homero668 Madrigal893,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,2
b01daac6-2b52-3c1a-b781-990f5da00c05,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,5
d5cf88b0-9a53-349b-86fe-640076a91b3f,5103c940-0c08-392f-95cd-446e0cea042a,Harris789 Funk324,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,15
7485a18e-ba2d-31ce-bf50-239642db9593,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Linsey338 Hilll811,F,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,7
462fc841-2ba3-3b30-b7a5-eddec7bf97fb,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
272c8504-e984-38b3-9f67-656568dc0bec,d5f4875f-6df2-32a8-a01b-47267f47fc49,Clinton763 Carroll471,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
e6b25736-8542-347d-903b-3348faaf31fd,d5f4875f-6df2-32a8-a01b-47267f47fc49,Karyl215 Olson653,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
ecacd1b4-0ef4-3f80-94d0-f349fce6924b,d5f4875f-6df2-32a8-a01b-47267f47fc49,Jesenia223 Kris249,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
119fe0b9-8921-3d6b-8b24-0ef5fcd895be,d5f4875f-6df2-32a8-a01b-47267f47fc49,Francisco472 Greenfelder433,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
4bb0fc99-411d-36c9-a051-fe9e1aed4a50,d5f4875f-6df2-32a8-a01b-47267f47fc49,Débora815 Ayala238,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
0472b8b6-20e0-3fde-bf64-7695683eba78,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,67
b427f487-6235-386d-8d7c-01001b8963f5,99def67e-aa4e-3b59-94df-81e2163d0d1a,Beverley336 Lind531,F,PHYSICAL THERAPY,26 BRIGHTON ST,BELMONT,MA,02478-4043,42.395317,-71.180284,0
64dc289e-dc94-3637-b316-5bb7107f6c93,99def67e-aa4e-3b59-94df-81e2163d0d1a,Annalisa973 Hermiston71,F,PHYSICAL THERAPY,26 BRIGHTON ST,BELMONT,MA,02478-4043,42.395317,-71.180284,0
dcbf1efd-60ba-386e-afc9-4e66f9f32f03,99def67e-aa4e-3b59-94df-81e2163d0d1a,Beverley336 Lind531,F,GENERAL PRACTICE,26 BRIGHTON ST,BELMONT,MA,02478-4043,42.395317,-71.180284,51
266e098e-5208-35bd-a5c8-8cf9b7be6ca4,ef3826ec-c50e-343c-aee7-57a3cabefa15,Kena893 Rosenbaum794,F,OPHTHALMOLOGY,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,0
44416a43-dbdf-36b9-b82e-2a0750917adc,ef3826ec-c50e-343c-aee7-57a3cabefa15,Jose871 Schinner682,F,OPHTHALMOLOGY,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,0
832664a6-9207-3b6d-aa74-c236a2095bc7,ef3826ec-c50e-343c-aee7-57a3cabefa15,Rey54 Casper496,M,OPHTHALMOLOGY,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,0
24c6a42d-f5cd-3d33-bab4-c2f5521fae07,ef3826ec-c50e-343c-aee7-57a3cabefa15,Arden380 Weimann465,M,OPHTHALMOLOGY,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,0
71aeaa72-13ab-3060-805a-e66247b49826,ef3826ec-c50e-343c-aee7-57a3cabefa15,Kena893 Rosenbaum794,F,GENERAL PRACTICE,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,48
2808e34a-57b8-3ece-90d4-82368d471d8b,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Jesse626 Stark857,M,PSYCHIATRY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
d9297ce0-1b55-3823-9fcc-4528b83d4d65,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Mercedez75 Towne435,F,PSYCHIATRY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
d5e54ba2-029a-34e5-b656-adfbb8861576,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Nickie321 Stark857,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
31aa9611-f72b-327d-acce-919cd67a4c9c,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Mercedez75 Towne435,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
c8959637-ddc9-3419-bf83-c38cfa73a3de,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Freda902 Dooley940,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
352f137c-e9fa-374c-8066-25b895bba1fa,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Elli820 Auer97,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
ebfb7b04-48fa-3f52-ae37-1709844633bd,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Julius90 Heaney114,M,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
81d1eeb3-8987-3821-b97d-dcd7e0661e28,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Kellee902 Crooks415,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
a1ea2d06-c684-3a85-87ce-911049af56e2,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Cassidy160 Kovacek682,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
1d3ad8ee-31dd-3ba9-8bed-3c156361088b,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Lou594 Lang846,M,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
8fd863bb-5950-3db9-b69f-14234844903d,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Denae137 Smith67,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
24999121-c326-3911-b616-827bfd997d93,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Collene784 O'Keefe54,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
7ec4b4ba-983b-3b22-b84f-54c89e7cd233,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Nickie321 Stark857,F,GENERAL PRACTICE,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,30
516d05e3-b02a-30a5-a908-7d4b57b406b0,c71b657c-58b7-33bf-8637-c0e102faf337,Letisha598 Graham902,F,GENERAL PRACTICE,182 MAIN ST,WATERTOWN,MA,02472-4409,42.369451,-71.177925,28
5e8ffac4-5c21-3799-94a8-fe8ee67e7679,eee23eb7-a476-37b0-9811-d57740145867,Misti388 Kling921,F,CLINICAL SOCIAL WORKER,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,0
b8f21935-f2b0-3aa3-8b03-3fe385ae8e9f,eee23eb7-a476-37b0-9811-d57740145867,Norman647 Goldner995,M,CLINICAL SOCIAL WORKER,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,0
1d3eb244-551e-3fda-aee5-c22f6656119d,eee23eb7-a476-37b0-9811-d57740145867,Jacob959 Kling921,M,GENERAL PRACTICE,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,15
69a0a72b-c403-366c-a4ec-74df13ed807d,2fc2b347-cb6b-3e5e-9755-c8d08692e526,Mohammad578 Mohr916,M,CLINICAL SOCIAL WORKER,533 MAIN ST,MELROSE,MA,02176-3858,42.455723,-71.05901899999999,0
a0a5534b-f268-330e-9208-ae3f0d17c289,2fc2b347-cb6b-3e5e-9755-c8d08692e526,Virgilio529 Oberbrunner298,M,CLINICAL SOCIAL WORKER,533 MAIN ST,MELROSE,MA,02176-3858,42.455723,-71.05901899999999,0
ff8bb76b-4c39-300c-984a-29e2d3fbbba3,2fc2b347-cb6b-3e5e-9755-c8d08692e526,Mohammad578 Mohr916,M,GENERAL PRACTICE,533 MAIN ST,MELROSE,MA,02176-3858,42.455723,-71.05901899999999,11
24b30e9c-4b8f-374c-8c86-f4bf191afb58,fc0bcb63-569b-3658-aa03-71cf89aea64e,Kathy623 Heller342,F,CHIROPRACTIC,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,0
05a10e99-c38c-3e1b-9200-580fe085679a,fc0bcb63-569b-3658-aa03-71cf89aea64e,Homero668 Zarate81,M,CHIROPRACTIC,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,0
413febb4-b6f3-3e68-993d-21369e8df167,fc0bcb63-569b-3658-aa03-71cf89aea64e,María Luisa888 Almanza534,F,GENERAL PRACTICE,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,35
6a58681e-30c8-3d44-8259-f5f69ab42f38,c3c871ec-0844-3052-95d2-893c6fb54b65,Dion244 Skiles927,M,CLINICAL SOCIAL WORKER,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,0
b4a8a403-0601-3ccb-9c46-ccf18128a0cd,c3c871ec-0844-3052-95d2-893c6fb54b65,Jimmie93 O'Hara248,M,CLINICAL SOCIAL WORKER,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,0
45ed883b-421d-3ebf-bce4-8a4d2c765a58,c3c871ec-0844-3052-95d2-893c6fb54b65,Mauro926 Parisian75,M,CLINICAL SOCIAL WORKER,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,0
7dbc0874-8b6e-3a5f-a357-34e944634c34,c3c871ec-0844-3052-95d2-893c6fb54b65,Conrad619 Kuphal363,M,CLINICAL SOCIAL WORKER,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,0
ae224ffc-735b-372f-89cf-b1e7d8601624,c3c871ec-0844-3052-95d2-893c6fb54b65,Dion244 Skiles927,M,GENERAL PRACTICE,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,73
7ca53db4-baf6-3e25-a57b-c71263028ef2,3b58f93e-c04c-332e-bcc3-2deed308c510,Leonard963 Deckow585,M,CLINICAL SOCIAL WORKER,1101 BEACON ST 8TH FL W,BROOKLINE,MA,02446-5587,42.323853,-71.142003,0
f5fa8bbe-0372-3dbb-828e-79a5a0f7aec0,3b58f93e-c04c-332e-bcc3-2deed308c510,Leonard963 Deckow585,M,GENERAL PRACTICE,1101 BEACON ST 8TH FL W,BROOKLINE,MA,02446-5587,42.323853,-71.142003,57
41bb7eb6-245b-376d-8b34-e5fa058976a2,230b3872-a16b-3c49-b4cb-288c356ed3d4,Lajuana164 Hintz995,F,CLINICAL SOCIAL WORKER,450 W RIVER ST,ORANGE,MA,01364-1440,42.605437,-72.292074,0
e69af4aa-f8c1-356b-9615-4d96568c6854,230b3872-a16b-3c49-b4cb-288c356ed3d4,Linwood526 Dickinson688,M,CLINICAL SOCIAL WORKER,450 W RIVER ST,ORANGE,MA,01364-1440,42.605437,-72.292074,0
613f5197-1c74-3eeb-b2b7-f335de9c944c,230b3872-a16b-3c49-b4cb-288c356ed3d4,Filiberto722 Hintz995,M,GENERAL PRACTICE,450 W RIVER ST,ORANGE,MA,01364-1440,42.605437,-72.292074,32
fb83e871-c45f-3124-b0ab-d112c8d86212,326fc471-5e14-3735-a66d-e8660db899ea,Alfonso758 Loera89,M,GENERAL PRACTICE,21 PLEASANT ST,NEWBURYPORT,MA,01950-2623,42.812141,-70.886646,13
6af0c456-0b1e-3dc6-b602-d8dd6a3beacb,934dbefe-1ef2-3f15-8a7e-0c19766b001b,Abel832 Schuppe920,M,PSYCHIATRY,90 MAIN ST,ANDOVER,MA,01810-3824,42.648044,-71.161751,0
1874a93c-67ce-39fa-9850-50fe573020bc,934dbefe-1ef2-3f15-8a7e-0c19766b001b,Donald774 Nienow652,M,PSYCHIATRY,90 MAIN ST,ANDOVER,MA,01810-3824,42.648044,-71.161751,0
45fe1e6e-3a8d-34cb-9e75-25f67783a83f,934dbefe-1ef2-3f15-8a7e-0c19766b001b,Alicia629 Parra592,F,GENERAL PRACTICE,90 MAIN ST,ANDOVER,MA,01810-3824,42.648044,-71.161751,8
