Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,2195.7200000000003,17
4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,9787411215,4649.7599999999975,36
a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6177893000,129.16,1
4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,4134472000,1937.4000000000005,15
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,1679.0800000000004,13
c44f361c-2efb-3050-8f97-0354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,5089417000,4391.439999999998,34
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,2195.7200000000003,17
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,3099.8399999999992,24
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,2583.2,20
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,6587.159999999995,51
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,2324.88,18
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,2195.7200000000003,17
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,8782.879999999994,68
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,1033.28,8
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,2454.04,19
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,2454.04,19
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,1679.0800000000004,13
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,2454.04,19
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,2454.04,19
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,2583.2,20
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,2454.04,19
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,387.48,3
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,645.8,5
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,3874.7999999999984,30
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,1937.4000000000005,15
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,3874.7999999999984,30
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,1549.9200000000003,12
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,6457.999999999995,50
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,3616.4799999999987,28
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,2712.3599999999997,21
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,516.64,4
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,3616.4799999999987,28
b7175ab4-bde5-3848-891b-579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6176365000,774.9599999999999,6
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,1291.6000000000001,10
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,2195.7200000000003,17
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,4520.599999999998,35
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,2066.5600000000004,16
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,3487.319999999999,27
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,3874.7999999999984,30
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,1291.6000000000001,10
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,1937.4000000000005,15
8e00f524-3a5f-313e-9542-378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,5086930410,645.8,5
56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,4135280790,1291.6000000000001,10
161a799c-4894-36f6-8ca7-2a71c8107f79,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,9782493511,387.48,3
956ccb85-bea0-30f9-af48-52f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6172543800,258.32,2
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,645.8,5
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,1937.4000000000005,15
ff9863d3-3fa3-3861-900e-f00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,6177223000,904.1199999999999,7
d5f4875f-6df2-32a8-a01b-47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,508-481-5519,8653.719999999994,67
99def67e-aa4e-3b59-94df-81e2163d0d1a,PCP111,26 BRIGHTON ST,BELMONT,MA,02478-4043,42.395317,-71.180284,617-484-4068,6457.999999999995,51
ef3826ec-c50e-343c-aee7-57a3cabefa15,PCP609,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,781-749-9227,6199.679999999996,48
74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,PCP740,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,617-739-1812,3874.7999999999984,30
c71b657c-58b7-33bf-8637-c0e102faf337,PCP895,182 MAIN ST,WATERTOWN,MA,02472-4409,42.369451,-71.177925,617-564-0656,3616.4799999999987,28
eee23eb7-a476-37b0-9811-d57740145867,PCP1085,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,978-462-3287,1937.4000000000005,15
2fc2b347-cb6b-3e5e-9755-c8d08692e526,PCP1309,533 MAIN ST,MELROSE,MA,02176-3858,42.455723,-71.05901899999999,781-526-0992,1420.7600000000002,11
fc0bcb63-569b-3658-aa03-71cf89aea64e,PCP1336,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,617-389-0013,4520.599999999998,35
c3c871ec-0844-3052-95d2-893c6fb54b65,PCP1435,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,781-942-2612,9299.519999999993,73
3b58f93e-c04c-332e-bcc3-2deed308c510,PCP1826,1101 BEACON ST 8TH FL W,BROOKLINE,MA,02446-5587,42.323853,-71.142003,617-277-5510,7362.119999999994,57
230b3872-a16b-3c49-b4cb-288c356ed3d4,PCP1901,450 W RIVER ST,ORANGE,MA,01364-1440,42.605437,-72.292074,978-544-1503,4133.119999999998,32
326fc471-5e14-3735-a66d-e8660db899ea,PCP1926,21 PLEASANT ST,NEWBURYPORT,MA,01950-2623,42.812141,-70.886646,978-462-3445,1679.0800000000004,13
934dbefe-1ef2-3f15-8a7e-0c19766b001b,PCP2034,90 MAIN ST,ANDOVER,MA,01810-3824,42.648044,-71.161751,978-474-8070,1033.28,8
3a6ab768-ec36-3147-a065-fe9b90362596,BURLINGTON VISION ASSOCIATES INC,385 CAMBRIDGE ST,BURLINGTON,MA,01803-1944,42.503227,-71.201713,781-272-9365,4391.439999999998,34
118326c9-d96a-3957-a0a0-e56768929308,PCP3018,30 CHURCH ST,BELMONT,MA,02478-4987,42.395317,-71.180284,617-489-2559,9686.999999999993,75
18493754-0bc4-3653-89ba-fced6e9a2a79,PCP3280,18 MAIN ST,TOWNSEND,MA,01469-1300,42.66495,-71.712025,978-597-5227,3228.999999999999,25
4a0787c0-b6cd-343f-ade6-ae89d7bdc8d1,PCP3319,28 W MAIN ST,GEORGETOWN,MA,01833-2010,42.726188,-70.983328,978-979-8337,4133.119999999998,32
d303f885-b64a-3c2c-b13f-36a97c2522bf,PCP3324,12 HEMLOCK PARK DR,GROTON,MA,01450-1450,42.61176,-71.565269,978-448-2872,645.8,5
b28ac5ba-f674-3915-907c-39e79ae30b87,PCP3449,2285 MASSACHUSETTS AVE,CAMBRIDGE,MA,02140-1260,42.376043,-71.11868,617-491-3888,3745.6399999999985,29
414083bc-a154-3b45-bfbf-397a568e2362,MALCOLM AND MARTIN GREENE OD PARTNERS,31 SPRING ST,WATERTOWN,MA,02472-3473,42.369451,-71.177925,617-924-3343,4520.599999999998,35
f64a8254-152a-394c-aa57-4a7e88ce99af,PCP3554,450 W RIVER ST,ORANGE,MA,01364-1443,42.605437,-72.292074,978-544-1556,6974.639999999995,54
6595b223-d4b8-390a-be4d-b7f369cd16ce,PCP3572,10 CEDAR ST,WOBURN,MA,01801-6365,42.488769,-71.154438,781-938-8585,4133.119999999998,32
0de9633c-54dd-39cb-947c-8ab5ecdf93a2,PCP3874,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.573654,-71.640986,978-425-6666,1549.9200000000003,12
4409e057-3f33-39ab-92a1-54fd9c2f3a3e,DR TED F BUKOWSKI AND ASSOC PC,140 E MAIN ST,NORTON,MA,02766-2342,41.965340999999995,-71.18178,508-285-2015,3874.7999999999984,30
1b16712e-c42b-38cc-8f9c-06c60aee8f4a,PCP3958,26 WAMPUM DR,BREWER,MA,02631-1311,41.760932,-70.070392,508-896-4499,2195.7200000000003,17
58fa71de-2295-33b8-8932-176a72078898,PCP4047,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.129251000000004,-70.908736,781-878-6962,14207.599999999988,111
303869a2-ab52-3462-96ea-7b021a6be0e0,PCP4053,48 MELROSE ST,BOSTON,MA,02216,42.338551,-71.018253,617-283-6336,7232.959999999995,56
6c9e7a79-b894-3260-8ebd-e57350dd1ce6,PCP4375,170 HIGH ST,TAUNTON,MA,02780-3536,41.903324,-71.094987,508-813-0317,3874.7999999999984,30
27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,PCP4453,55 WAREHAM ST,CARVER,MA,02330-1716,41.875178999999996,-70.74671500000001,508-280-4825,3874.7999999999984,30
2ebd3876-5d50-333e-83b3-a33959b8894d,PCP4695,591 N AVE,WAKEFIELD,MA,01880-1647,42.50436,-71.064061,617-966-6669,4391.439999999998,34
98b63415-bc21-3f43-b5ad-b78fb98c023d,PCP4717,214 N MAIN ST,WEST BRIDGEWATER,MA,02379-1251,42.021617,-71.026717,508-587-2858,4778.919999999997,37
088678d4-c735-3fa9-a22c-40272e071498,PCP4830,531 KING ST,LITTLETON,MA,01460-1279,42.535931,-71.490569,781-718-1916,8007.919999999994,62
ed125b46-5b9e-3b89-be05-fd5c539a4848,PCP4911,30 WARNER ST,FLORENCE,MA,01062-2729,42.327044,-72.67463000000002,413-586-9602,4262.279999999998,33
0d768c74-92f5-367b-bd5c-76d3143e82b7,PCP5481,316 MAIN ST,OXFORD,MA,01540-1728,42.12826,-71.8671,508-987-3771,7878.759999999994,61
6fca7f82-5436-395c-b7d5-df9438fb4b2e,PCP5655,923 ROUTE 6A T,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,508-362-5080,6716.319999999995,52
3eb7fc33-e4cf-3696-9be9-e814a1e472b2,PCP5682,94 N MAIN ST,MANSFIELD,MA,02048-2253,42.017302,-71.21641,508-339-3952,3616.4799999999987,28
5fa9c2f8-8c8d-320c-8487-f33f76332110,PCP5825,468 GREAT RD,ACTON,MA,01720-4187,42.483953,-71.43849499999999,978-635-0509,9557.839999999993,75
eff812e2-55a1-36e8-b4cd-79fc721969c7,ARTHUR R BREGOLI JR MD PC,400 WASHINGTON ST,BRAINTREE,MA,02184-4767,42.205416,-71.00216800000003,781-849-7330,5295.559999999997,41
56dbf306-b14b-3649-8f40-76064ddba6bf,PCP5984,2 S BRIDGE DR,AGAWAM,MA,01001-2000,42.064731,-72.653477,413-789-7455,4778.919999999997,37
dcdc231e-0373-36dd-9fc9-d39de9a258c0,MOBILITY PLUS PHYSICAL THERAPY,190 ROCKLAND ST,HANOVER,MA,02339-2223,42.122956,-70.85631,781-826-2200,5037.239999999997,39
5941168c-abcf-3a5c-8281-019d64bcd548,PCP6036,195 RUSSELL ST,HADLEY,MA,01035-9552,42.356491,-72.568632,413-695-3707,4262.279999999998,33
1840aee8-887d-3b36-b622-15692b0c7be3,PCP6767,123 DWIGHT RD,LONGMEADOW,MA,01106-1764,42.047565000000006,-72.57113000000001,413-567-2350,11624.39999999999,90
25e23ee2-fa17-3b8f-8bba-34841db77290,PCP7099,210 WHITING PLACE,HINGHAM,MA,02043,42.224319,-70.880673,781-740-90445,5812.199999999996,45
47e3b2f6-c306-3345-b6d7-a4fe9be25ca1,PCP7338,390 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6799,42.418721999999995,-71.163912,617-803-0951,4003.959999999998,31
a548837b-cb14-377f-8726-3fcd124f8950,PCP7593,241 PERKINS ST,JAMAICA PLAIN,MA,02130-4002,42.33196,-71.020173,617-738-9204,4003.959999999998,31
9b49afd9-7855-3377-9dc9-28b5d1f4ca0f,PCP7628,25 MAIN ST,WAYLAND,MA,01778-5036,42.360427,-71.361099,508-655-9127,6457.999999999995,50
e4281037-446e-3534-8246-43036bfeceb1,PCP7772,422 WORCESTER ST,WELLESLEY HILLS,MA,02481-5341,42.30539,-71.28366899999997,508-498-4454,3745.6399999999985,29
e70c555a-032c-3e05-8419-d9eea8d0cbbe,PCP7857,233 HARVARD ST,BROOKLINE,MA,02446-5017,42.323853,-71.142003,617-738-9901,4649.7599999999975,36
a3e7750b-1fba-3d70-ba3b-e88e6ac86ba9,PCP8076,49 HANCOCK ST,CAMBRIDGE,MA,02139-3188,42.376043,-71.11868,617-576-6199,4520.599999999998,35
d2edc181-c35d-3d2a-aee2-f16358d1dccc,PCP8352,116 PLEASANT ST,EASTHAMPTON,MA,01027-2756,42.265435,-72.670813,413-530-2318,2712.3599999999997,21
c50e0399-4b76-340a-8cf2-f9e8cedaf14c,PATHWAYS COUNSELING ASSOCIATES  INC.,134 MIDDLE ST,LOWELL,MA,01852-1878,42.63898,-71.321141,978-937-2696,3874.7999999999984,30
5f3e3a85-0461-3b77-9505-f57767d24412,PCP8369,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2537,41.56651,-70.958229,508-813-0981,1679.0800000000004,13
8df24b2c-33bc-3b40-9696-327ad4c96065,PCP8443,84 HUTTLESTON AVE,FAIRHAVEN,MA,02719-3140,41.633619,-70.871306,508-997-3600,4133.119999999998,32
27025636-b4ec-3b49-91df-baf82448b511,PRO REHAB INC PC,227 CHELMSFORD ST,CHELMSFORD,MA,01824-2305,42.597055,-71.3697,978-256-3300,4133.119999999998,32
c12232b7-32f4-38f0-9181-7aac661a2fea,PCP8626,600 WORCESTER RD,FRAMINGHAM,MA,01702-5303,42.307905,-71.436196,508-788-0124,6974.639999999995,54
98c716c1-1951-39a3-8c5e-fd57ac194208,PCP8861,378 WASHINGTON ST,SOUTH ATTLEBORO,MA,02703-5917,41.931653,-71.294503,508-761-5034,5037.239999999997,39
2299ba38-a12b-3186-a0e4-df3156f452bb,GEORGETOWN EYE ASSOCIATES INC,2 CENTRAL ST,GEORGETOWN,MA,01833-2032,42.726188,-70.983328,978-352-5966,3358.159999999999,26
32836213-4ac7-3021-aad8-6383f3ced351,PCP9022,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,508-839-3616,12399.35999999999,96
65a74939-6441-32c0-bd3e-00b951c968e1,PCP9047,584 HIGH ST,DEDHAM,MA,02026-1807,42.246871999999996,-71.179462,781-471-4338,11495.23999999999,89
c4e60bf3-2144-36d1-8204-4247073f3370,PCP9065,32 BAKER ST,FOXBORO,MA,02035-1910,42.064024,-71.248401,508-930-6335,3616.4799999999987,28
473293d9-b54a-384c-9146-05416f9bdac4,PCP9643,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,617-396-7687,2712.3599999999997,21
650a367a-d609-342d-a540-a99645f509b4,PCP9751,36 N BEDFORD ST,EAST BRIDGEWATER,MA,02333-1186,42.037278,-70.94045899999999,508-735-9406,4262.279999999998,33
9be75bca-ba4a-34f5-a1dd-2cb1422c856a,PCP10013,120 ROUTE 28,WEST HARWICH,MA,02671-1220,41.693632,-70.105298,508-432-0020,12786.83999999999,99
d67b1297-65aa-31a1-8f68-23986c3eb262,PCP10053,3 ESSEX GREEN DR,PEABODY,MA,01960-2913,42.534279,-70.969782,978-532-6363,9686.999999999993,76
d25fc46d-668a-360b-b1ec-255794e8d75b,VEIN AND AESTHETIC CENTER OF BOSTON,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,781-251-0029,3745.6399999999985,29
693e76ee-f9b9-307e-8ff3-4fc497594bd5,PCP10236,17 HENSHAW ST,BRIGHTON,MA,02135-3361,42.33196,-71.020173,781-710-1405,4133.119999999998,32
690848f5-6ca6-3f43-83a7-2e484506d500,PCP10692,200 SILVER ST,AGAWAM,MA,01001-3067,42.064731,-72.653477,413-786-7522,12657.67999999999,98
100ae65d-caae-39c7-9e38-facbced961ec,PCP10844,17 HENSHAW ST,BRIGHTON,MA,02135-2905,42.33196,-71.020173,617-669-6059,4520.599999999998,35
ce9c2dda-23ac-35e3-9051-a71a04bfeb5a,PCP11113,465 NASHUA RD,DRACUT,MA,01826-2907,42.679722999999996,-71.30068,617-549-9711,9816.159999999993,76
fa705b4d-6d15-3d99-9232-808663837f8d,PCP11258,531 KING ST,LITTLETON,MA,01460-1279,42.535931,-71.490569,978-486-9898,4908.079999999997,38
93b53dea-dff0-347c-bcb2-0a37f0a340f1,PCP11379,46 PEARL ST,CAMBRIDGE,MA,02139-4041,42.376043,-71.11868,617-547-75372,7491.279999999994,58
043c2193-7fbd-3a5c-ad68-275230f1f3d4,PCP11873,DOVER MEDICAL PROFESSIONAL BUILDING,DOVER,MA,02030-2374,42.234159999999996,-71.291167,508-785-2319,774.9599999999999,6
15d43eb9-2b01-3730-9d2f-b232e0c046c3,PCP11909,156 ROCK HARBOR RD,ORLEANS,MA,02653-2316,41.76935,-69.969034,508-240-1722,4262.279999999998,33
4d4f0156-9110-3edd-aa94-53f4d58fce4a,PCP11928,55 PUTNEY RD,LEVERETT,MA,01054-9770,42.468897999999996,-72.48457900000001,413-348-6257,4003.959999999998,31
ac9a97a1-04a9-3b38-a235-891f47b50bd4,PCP12089,342 GREAT RD,ACTON,MA,01720-4000,42.483953,-71.43849499999999,978-266-0017,8395.399999999994,66
daa4c408-5fc5-32a8-881e-12181e8b8598,PCP12132,11 PROSPECT ST,SHERBORN,MA,01770-1302,42.231947,-71.372963,508-545-1843,11107.759999999991,86
cb2fe104-f524-30c3-a7ed-22a9e19e4b7c,PCP12231,246 W ST,WARE,MA,01082-9749,42.275462,-72.280158,413-967-3017,5683.039999999996,45
e9b210da-b06c-3bda-afe0-ea8f291211dd,TANZMAN MASELLI AND ASSOCIATES PC,19 DEPOT ST,ADAMS,MA,01220-1750,42.62556,-73.119828,413-743-9820,5424.719999999997,42
ef4ee9bd-7af1-33ed-befe-d6ab3c0f0212,PCP12482,26 VISTA AVE,LEOMINSTER,MA,01453-3024,42.520876,-71.770611,978-537-0878,7878.759999999994,62
ddd42f0a-b514-3a66-a44b-91a110fa5e07,PCP12764,25 MARKET ST,SWANSEA,MA,02777-3998,41.758163,-71.21418100000001,508-379-01503,9945.319999999992,77
da799735-2a0b-3a36-8b5c-95e8b5023e06,PCP12877,142 N MAIN ST,BELCHERTOWN,MA,01007-9433,42.27901,-72.400468,413-323-1196,5295.559999999997,41
0e8525c7-ad96-3d27-9730-c8790c8ffcb0,PCP13023,7 HADLEY ST,SOUTH HADLEY,MA,01075-1058,42.256208,-72.58103,413-493-1883,5037.239999999997,39
